"","value","rating.rt","id","pic_path","participant"
"1",3.204241071,10.9323,17766,"EC_0048.jpg",17766
"2",7.133804563,10.7594,17766,"EC_0171.jpg",17766
"3",5.251798115,10.441,17766,"EC_0029.jpg",17766
"4",6.771329365,8.3083,17766,"EC_0055.jpg",17766
"5",3.082527282,3.66,17766,"EC_0244.jpg",17766
"6",1.966145833,14.341,17766,"EC_0011.jpg",17766
"7",1.990203373,4.3285,17766,"EC_0150.jpg",17766
"8",7.924169147,8.7889,17766,"MH_0028.jpg",17766
"9",1.954675099,19.4944,17766,"EC_0156.jpg",17766
"10",3.115761409,9.8071,17766,"MH_0013.jpg",17766
"11",3.933717758,12.673,17766,"MH_0020.jpg",17766
"12",3.040984623,7.9242,17766,"MH_0040.jpg",17766
"13",0.97265625,4.8745,17766,"MH_0004.jpg",17766
"14",7.144283234,14.5598,17766,"MH_0068.jpg",17766
"15",6.881262401,29.625,17766,"EC_0039.jpg",17766
"16",2.997767857,13.6747,17766,"EC_0198.jpg",17766
"17",2.209387401,20.8052,17766,"MH_0053.jpg",17766
"18",4.184771825,12.9426,17766,"EC_0084.jpg",17766
"19",1.143477183,6.8692,17766,"MH_0001.jpg",17766
"20",3.687562004,6.5273,17766,"MH_0069.jpg",17766
"21",7.983630952,18.8591,17766,"EC_0020.jpg",17766
"22",3.128100198,15.362,17766,"MH_0042.jpg",17766
"23",6.934709821,8.8079,17766,"MH_0003.jpg",17766
"24",2.848958333,2.1226,17766,"MH_0044.jpg",17766
"25",7.838045635,11.15,17766,"MH_0067.jpg",17766
"26",0.72203621,2.7266,17766,"EC_0202.jpg",17766
"27",9.927951389,3.7896,17766,"EC_0022.jpg",17766
"28",7.972594246,27.2742,17766,"MH_0027.jpg",17766
"29",1.952566964,2.8244,17766,"EC_0249.jpg",17766
"30",8.761222718,2.7597,17766,"MH_0055.jpg",17766
"31",5.758308532,3.1217,17766,"EC_0105.jpg",17766
"32",1.875186012,2.7752,17766,"EC_0085.jpg",17766
"33",8.151661706,3.0073,17766,"EC_0250.jpg",17766
"34",8.922743056,2.2577,17766,"EC_0195.jpg",17766
"35",2.284784226,2.7259,17766,"MH_0005.jpg",17766
"36",7.112289187,3.6916,17766,"EC_0096.jpg",17766
"37",3.871899802,2.4573,17766,"EC_0237.jpg",17766
"38",7.881572421,2.9736,17766,"MH_0063.jpg",17766
"39",7.82483879,5.3079,17766,"EC_0095.jpg",17766
"40",2.818576389,2.6909,17766,"MH_0057.jpg",17766
"41",4.786148313,2.3392,17766,"EC_0064.jpg",17766
"42",7.853546627,2.4238,17766,"EC_0089.jpg",17766
"43",1.991071429,2.6616,17766,"EC_0062.jpg",17766
"44",5.993675595,5.642,17766,"MH_0035.jpg",17766
"45",3.014384921,2.8431,17766,"EC_0040.jpg",17766
"46",6.003410218,2.8094,17766,"MH_0073.jpg",17766
"47",3.875,3.2091,17766,"MH_0029.jpg",17766
"48",7.248821925,2.1096,17766,"EC_0071.jpg",17766
"49",3.014880952,2.4095,17766,"EC_0139.png",17766
"50",6.22953869,12.2257,17766,"EC_0024.jpg",17766
"51",5.762276786,3.8902,17766,"EC_0219.jpg",17766
"52",8.009424603,3.1411,17766,"EC_0090.jpg",17766
"53",9.052579365,4.4896,17766,"EC_0103.jpg",17766
"54",4.028211806,4.5226,17766,"MH_0065.jpg",17766
"55",6.114707341,3.9894,17766,"EC_0240.jpg",17766
"56",6.382316468,2.6409,17766,"EC_0151.jpg",17766
"57",7.315290179,3.4445,17766,"MH_0046.jpg",17766
"58",4.702008929,4.7383,17766,"EC_0245.jpg",17766
"59",7.915364583,3.76,17766,"EC_0158.jpg",17766
"60",1.49906994,2.6254,17766,"EC_0213.jpg",17766
"61",9.550595238,2.4436,17766,"MH_0002.jpg",17766
"62",6.361793155,2.0573,17766,"MH_0061.jpg",17766
"63",4.405195933,2.3285,17766,"MH_0009.jpg",17766
"64",2.572854663,2.7202,17766,"EC_0005.jpg",17766
"65",3.906498016,2.707,17766,"EC_0028.jpg",17766
"66",6.497271825,2.5231,17766,"MH_0071.jpg",17766
"67",3.253658234,2.4084,17766,"MH_0037.jpg",17766
"68",8.185639881,2.2285,17766,"EC_0166.jpg",17766
"69",2.706845238,2.4905,17766,"MH_0038.jpg",17766
"70",8.264012897,3.0603,17766,"EC_0092.jpg",17766
"71",5.457589286,2.1754,17766,"EC_0003.jpg",17766
"72",5.546502976,6.226,17766,"EC_0172.jpg",17766
"73",6.396329365,2.5756,17766,"MH_0021.jpg",17766
"74",3.434771825,2.4257,17766,"EC_0182.jpg",17766
"75",6.877666171,4.2404,17766,"MH_0008.jpg",17766
"76",8.207589286,3.4098,17766,"EC_0234.jpg",17766
"77",3.530009921,2.4777,17766,"EC_0242.jpg",17766
"78",1.754402282,3.3717,17766,"MH_0010.jpg",17766
"79",1.684337798,2.8913,17766,"EC_0027.jpg",17766
"80",7.182105655,3.9795,17766,"EC_0108.jpg",17766
"81",1.658916171,5.208,17766,"EC_0238.jpg",17766
"82",7.723772321,5.8847,17766,"EC_0170.jpg",17766
"83",8.595672123,4.7403,17766,"EC_0086.jpg",17766
"84",4.445684524,3.0617,17766,"MH_0016.jpg",17766
"85",3.365017361,2.8948,17766,"JL_0004.jpg",17766
"86",1.42999752,2.9717,17766,"EC_0129.jpeg",17766
"87",6.547991071,4.5441,17766,"MH_0047.jpg",17766
"88",3.435267857,3.3422,17766,"EC_0147.png",17766
"89",7.656312004,4.8762,17766,"MH_0030.jpg",17766
"90",3.329675099,11.7236,17766,"MH_0041.jpg",17766
"91",7.597904266,3.1921,17766,"EC_0019.jpg",17766
"92",3.369605655,3.4742,17766,"EC_0125.jpeg",17766
"93",8.154327877,2.7246,17766,"MH_0025.jpg",17766
"94",0.701202877,3.4744,17766,"EC_0199.jpg",17766
"95",8.731646825,2.5251,17766,"MH_0022.jpg",17766
"96",8.96843998,4.8405,17766,"MH_0070.jpg",17766
"97",4.770275298,3.9272,17766,"EC_0184.jpg",17766
"98",2.349144345,4.4234,17766,"MH_0019.jpg",17766
"99",4.307787698,2.7568,17766,"EC_0057.jpeg",17766
"100",3.583395337,2.5258,17766,"EC_0014.jpg",17766
"101",6.656932044,6.444,17766,"EC_0097.jpg",17766
"102",2.414558532,2.6769,17766,"MH_0066.jpg",17766
"103",7.348090278,4.0083,17766,"MH_0062.jpg",17766
"104",7.405877976,4.5419,17766,"EC_0236.jpg",17766
"105",5.42609127,2.9759,17766,"EC_0116.jpg",17766
"106",2.622705853,3.5576,17766,"EC_0177.jpg",17766
"107",7.586743552,4.2102,17766,"EC_0072.jpg",17766
"108",7.44828869,5.4898,17766,"EC_0185.jpg",17766
"109",2.05921379,3.2309,17766,"EC_0033.jpeg",17766
"110",7.88374256,4.724,17766,"EC_0164.jpg",17766
"111",7.636966766,2.5576,17766,"EC_0016.jpg",17766
"112",7.880952381,2.3066,17766,"EC_0007.jpg",17766
"113",2.708519345,3.4732,17766,"EC_0221.jpg",17766
"114",8.57421875,2.6275,17766,"EC_0098.jpg",17766
"115",7.81218998,5.5267,17766,"EC_0204.jpg",17766
"116",1.331163194,2.2377,17766,"EC_0239.jpg",17766
"117",7.863033234,4.5023,17766,"EC_0160.jpg",17766
"118",2.095610119,8.1189,17766,"EC_0176.jpg",17766
"119",8.295076885,3.1905,17766,"EC_0010.jpg",17766
"120",4.572916667,3.0564,17766,"EC_0061.jpg",17766
"121",2.142609127,2.4742,17766,"MH_0026.jpg",17766
"122",2.242125496,2.423,17766,"EC_0070.jpg",17766
"123",1.895771329,3.4746,17766,"EC_0115.jpg",17766
"124",10,3.2607,17766,"MH_0036.jpg",17766
"125",7.511470734,4.2389,17766,"MH_0011.jpg",17766
"126",2.885416667,2.3233,17766,"EC_0099.jpg",17766
"127",2.843625992,6.9258,17766,"EC_0235.jpg",17766
"128",8.702318948,3.427,17766,"EC_0163.jpg",17766
"129",8.41734871,11.9547,17766,"EC_0071.jpg",17766
"130",8.637276786,5.5242,17766,"JL_0001.jpeg",17766
"131",8.71186756,19.3103,17766,"EC_0165.jpg",17766
"132",8.399119544,9.458,17766,"EC_0119.jpg",17766
"133",7.47687252,4.1254,17766,"MH_0006.jpg",17766
"134",8.649615575,2.7546,17766,"EC_0083.jpg",17766
"135",8.291542659,13.9093,17766,"MH_0023.jpg",17766
"136",7.438802083,5.7037,17766,"EC_0087.jpg",17766
"137",9.018663194,3.8902,17766,"EC_0059.jpg",17766
"138",3.518663194,25.9424,17766,"JL_0003.jpeg",17766
"139",1.474330357,20.2454,17766,"EC_0153.jpg",17766
"140",8.314484127,4.0084,17766,"EC_0133.jpg",17766
"141",7.507378472,4.9236,17766,"EC_0167.jpg",17766
"142",3.098834325,5.3081,17766,"EC_0142.jpg",17766
"143",7.846788194,52.3092,17766,"EC_0124.jpeg",17766
"144",7.907614087,4.5558,17766,"EC_0138.png",17766
"145",8.697668651,2.7244,17766,"MH_0049.jpg",17766
"146",1.545448909,3.2881,17766,"MH_0007.jpg",17766
"147",8.688554067,3.9953,17766,"MH_0054.jpg",17766
"148",8.771143353,2.4915,17766,"EC_0200.png",17766
"149",9.505766369,2.6904,17766,"EC_0079.jpg",17766
"150",1.380642361,2.2455,17766,"EC_0152.jpg",17766
"151",2.189484127,2.7086,17766,"MH_0048.jpg",17766
"152",8.518973214,2.3076,17766,"EC_0111.jpg",17766
"153",1.427269345,2.4584,17766,"MH_0014.jpg",17766
"154",8.790054563,2.0754,17766,"EC_0100.jpg",17766
"155",1.627914187,3.0595,17766,"EC_0060.jpg",17766
"156",6.764756944,3.3575,17766,"EC_0036.jpeg",17766
"157",0.904017857,2.323,17766,"EC_0046.jpg",17766
"158",3.599206349,2.1398,17766,"EC_0154.jpg",17766
"159",8.611669147,7.308,17766,"EC_0169.png",17766
"160",1.567584325,2.5745,17766,"EC_0077.jpg",17766
"161",1.263640873,1.9918,17766,"EC_0002.jpg",17766
"162",8.191220238,4.2937,17766,"EC_0109.jpg",17766
"163",8.37797619,2.8924,17766,"EC_0106.jpg",17766
"164",5.706969246,2.4922,17766,"MH_0050.jpg",17766
"165",7.721106151,2.3746,17766,"EC_0009.jpg",17766
"166",8.389384921,2.4757,17766,"EC_0101.jpg",17766
"167",4.610491071,2.461,17766,"EC_0113.jpg",17766
"168",6.792286706,2.2277,17766,"EC_0135.jpg",17766
"169",2.253038194,3.4902,17766,"EC_0053.jpg",17766
"170",4.632564484,2.4616,17766,"MH_0017.jpg",17766
"171",6.369729663,2.3219,17766,"EC_0131.jpg",17766
"172",5.212425595,2.0747,17766,"EC_0118.jpg",17766
"173",7.508928571,2.2907,17766,"EC_0044.jpg",17766
"174",7.837983631,2.6406,17766,"MH_0031.jpg",17766
"175",8.733258929,2.6267,17766,"MH_0012.jpg",17766
"176",5.445064484,2.3415,17766,"EC_0075.jpg",17766
"177",7.55140129,2.1227,17766,"EC_0120.jpg",17766
"178",6.121217758,2.5074,17766,"EC_0093.jpg",17766
"179",4.211371528,2.1404,17766,"EC_0140.jpg",17766
"180",2.891059028,1.9767,17766,"EC_0141.jpg",17766
"181",5.672929067,2.3259,17766,"MH_0060.jpg",17766
"182",7.275297619,2.2421,17766,"MH_0045.jpg",17766
"183",4.56671627,1.8442,17766,"EC_0230.jpg",17766
"184",6.715029762,2.4387,17766,"MH_0024.jpg",17766
"185",3.346168155,2.506,17766,"EC_0001.jpg",17766
"186",4.34077381,3.0092,17766,"EC_0032.jpg",17766
"187",8.080419147,2.9169,17766,"EC_0018.jpg",17766
"188",7.379650298,2.3263,17766,"EC_0006.jpg",17766
"189",4.729786706,2.5939,17766,"EC_0232.jpg",17766
"190",5.30530754,2.3272,17766,"EC_0063.jpg",17766
"191",6.837425595,2.1576,17766,"EC_0174.jpg",17766
"192",4.221478175,4.4422,17766,"MH_0056.jpg",17766
