"","value","rating.rt","participant","pic_path"
"1",6.018518519,2.924965,"577d6a6c160201000103d7fc","MJK0049_board_game.jpg"
"2",7.111111111,2.392145,"577d6a6c160201000103d7fc","BB_0026_risk_boardgame.jpeg"
"3",2.888888889,2.829105,"577d6a6c160201000103d7fc","BB_0117_gardembag.jpeg"
"4",6.12037037,4.97529,"577d6a6c160201000103d7fc","RA_0001_polaroid_camera.jpg"
"5",5.046296296,3.92413,"577d6a6c160201000103d7fc","AS_0016_60-hr coil candle.jpg"
"6",4.925925926,2.29276,"577d6a6c160201000103d7fc","AS_0027_Earbuds.jpg"
"7",4.962962963,2.662775,"577d6a6c160201000103d7fc","BB_0027_jenga_game.jpeg"
"8",7.027777778,2.98254,"577d6a6c160201000103d7fc","AT_0143_backup_battery_iphone.jpg"
"9",0.87037037,2.71422,"577d6a6c160201000103d7fc","RA_0083_Timbuk2.jpg"
"10",0.898148148,2.393455,"577d6a6c160201000103d7fc","BB_0132_shoe_bag.jpg"
"11",2.018518519,2.740025,"577d6a6c160201000103d7fc","MM_0054_magneticpoetry.jpg"
"12",4.037037037,2.37112,"577d6a6c160201000103d7fc","AT_0106.jpg"
"13",5.055555556,32.005215,"577d6a6c160201000103d7fc","MM_0089_frame.jpg"
"14",6.981481481,2.94269,"577d6a6c160201000103d7fc","AT_0182_Sports_Water_Bottle.jpeg"
"15",5.074074074,2.29668,"577d6a6c160201000103d7fc","MJK0103_bag.jpeg"
"16",8.064814815,3.41401,"577d6a6c160201000103d7fc","RA_0035_Minifridge2.6cubicFeet.jpg"
"17",8.203703704,3.1263,"577d6a6c160201000103d7fc","MM_0015_bikelight.jpg"
"18",8.935185185,2.944395,"577d6a6c160201000103d7fc","MM_0048_croquet.jpg"
"19",6.444444444,2.490235,"577d6a6c160201000103d7fc","BB_0120_blenderbottle.jpeg"
"20",8.074074074,2.428335,"577d6a6c160201000103d7fc","MP_0044_Coleman_Tent.jpg"
"21",8.074074074,2.574485,"577d6a6c160201000103d7fc","MJK0143_popcorn.jpeg"
"22",8.074074074,1.780245,"577d6a6c160201000103d7fc","MM_0047_bocce.jpg"
"23",8.027777778,3.111775,"577d6a6c160201000103d7fc","MP_0025_Water_Filter.jpg"
"24",5.972222222,2.227495,"577d6a6c160201000103d7fc","AT_0046.jpg"
"25",8.509259259,3.41523,"577d6a6c160201000103d7fc","AT_0121.jpg"
"26",5.111111111,2.5892,"577d6a6c160201000103d7fc","SS_0003_Router.jpg"
"27",5.101851852,1.906435,"577d6a6c160201000103d7fc","AT_0185_Cotton_Pillow.jpeg"
